EIN,Legal_Name,DBA,Address,City,State,ZIP,Country,Exemption_Type,Revocation_Date,Posting_Date,Reinstatement_Date
271306466,IDEA FAMILY,,2560 W 29TH AVE,DENVER,CO,80211-3712,US,00,15-MAY-2010,11-MAR-2013,15-APR-2012
271306466,IDEA FAMILY ,,2560 W 29TH AVE,DENVER,CO,80211-3712,US,00,15-MAY-2016,19-JUL-2016,15-AUG-2019
271306773,THE FURNITURE BANK WAREHOUSE INC ,,2310 COURTNEY DR,COLORADO SPGS,CO,80919-4825,US,00,15-MAY-2014,11-AUG-2014,
271312536,RUN FOR YOUR LIFE COLORADO INC ,,842 CORONADO AVE,FORT COLLINS,CO,80526-3111,US,03,15-MAY-2019,12-AUG-2019,
271312909,ERITREAN CULTURAL & CIVIC CENTER ,,10614 BIRCH STREET,THORNTON,CO,80233-0000,US,03,15-MAY-2012,22-FEB-2018,15-DEC-2017
271314905,PARK ELEMENTARY PTO ,,510 E 6TH AVE,DURANGO,CO,81301-0000,US,03,15-NOV-2015,11-APR-2016,
271322354,LIGHTNING BUGS STUDIOS INC ,LIGHTNING BUGS STUDIOS,4734 ABERDEEN AVE,HGHLNDS RANCH,CO,80126-5277,US,03,15-MAY-2024,12-AUG-2024,
271327026,CUB SCOUT PACK 696,,9911 SPRING HILL PL,LITTLETON,CO,80129-4343,US,07,15-OCT-2012,11-MAR-2013,
271329725,GRAND VALLEY CARDINAL BOOSTER CLUB,,PO BOX 340,PARACHUTE,CO,81635-0000,US,03,15-MAY-2012,11-MAR-2013,
271330149,A HAND UP - NOT A HANDOUT ,,PO BOX 42,HARTSEL,CO,80449-0042,US,03,15-MAY-2020,11-AUG-2020,
271331837,PRIME ASSOCIATION COMPANY LLC,SCOTT KEES SOLE MBR,PO BOX 5826,BRECKENRIDGE,CO,80424-5826,US,00,15-MAY-2012,09-SEP-2013,
271332364,HOUSING AND NEIGHBORHOOD DEVELOPMENT SERVICES,,2755 S LOCUST ST STE 221,DENVER,CO,80222-7132,US,03,15-MAY-2015,10-AUG-2015,
271333181,LETIP OF CITY PARK ,,1720 S BELLAIRE ST STE 405,DENVER,CO,80222-4320,US,06,15-MAY-2017,16-AUG-2017,
271335413,RIVER RUN FOR ORPHANS INC,,10 RIO VISTA CIR,DURANGO,CO,81301-4344,US,03,15-MAY-2012,11-MAR-2013,
271336884,MAZATLAN MISSIONS,,15 SUNRISE RD,MANITOU SPGS,CO,80829-2625,US,03,15-MAY-2012,11-MAR-2013,15-JUN-2015
271349316,CAMPAIGN CONSTITUTION,,415 E MAIN ST,BUENA VISTA,CO,81211-0000,US,04,15-MAY-2012,11-FEB-2013,15-MAY-2012
271355717,PAGOSA RAPIDS FOOTBALL CLUB,,PO BOX 1498,PAGOSA SPGS,CO,81147-1498,US,03,15-MAY-2012,11-MAR-2013,
271386054,MOUNTAINS OF LOVE ,,PO BOX 1040,AVON,CO,81620-1040,US,03,15-MAY-2014,11-AUG-2014,15-MAY-2014
271386054,MOUNTAINS OF LOVE ,,PO BOX 1040,AVON,CO,81620-1040,US,03,15-MAY-2019,21-AUG-2019,
271393420,GLOBAL VILLAGE HOPE FOUNDATION INC ,,5630 WICKERDALE LN,HGHLNDS RANCH,CO,80130-4411,US,03,15-MAY-2015,10-AUG-2015,
271402819,FRONTIER CHARTER ACADEMY BUILDING,FCA BUILDING,488A YODER ST,CALHAN,CO,80808-0000,US,03,15-NOV-2012,11-MAR-2013,
271402849,CHRISTIAN PEP RALLY INC ,,PO BOX 102315,DENVER,CO,80250-2315,US,00,15-MAY-2014,11-AUG-2014,
271405212,NEW COVENANT MINISTRIES,,716 BLACK ARROW DR,COLORADO SPGS,CO,80921-7634,US,00,15-MAY-2012,13-MAY-2013,
271405983,COMPASSION ROAD,,3376 BEELER CT,DENVER,CO,80238-3487,US,03,15-MAY-2012,11-MAR-2013,
271407065,AXIE CONSORTIUM INC ,,PO BOX 1016,NIWOT,CO,80544-1016,US,06,15-MAR-2023,12-JUN-2023,15-MAR-2023
271411854,FOUNTAIN POLICE DEPARTMENT FOUNDATION,,222 N SANTA FE AVE,FOUNTAIN,CO,80817-1931,US,03,15-MAY-2014,11-AUG-2014,
271412251,WORLDS HELPING HANDS INC,,1118 SKEEL ST,BRIGHTON,CO,80601-2247,US,03,15-MAY-2012,11-MAR-2013,
271424186,OXFORD HOUSE ANDES ,,3704 S ANDES WAY,AURORA,CO,80013-3549,US,04,15-MAY-2014,09-FEB-2015,
271432737,ART CENTER,,PO BOX 1945,EAGLE,CO,81631-1945,US,03,15-MAY-2012,11-MAR-2013,
271432745,HOPE CONNECTS INTERNATIONAL,HOPE CONNECTS,1550 PLATTE ST APT 263,DENVER,CO,80202-6147,US,00,15-NOV-2012,12-AUG-2013,15-NOV-2012
271434944,SNOWBOARDERS AND SKIERS FOR CHRIST,STEAMBOAT,PO BOX 771566,STEAMBOAT SPR,CO,80477-1566,US,03,15-MAY-2012,11-MAR-2013,
271435880,BETTY FELTON & PATRICIA IRELAND FOUNDATION,,10775 HUNTWICK STREET,HIGHLANDS RANCH,CO,80130-0000,US,03,15-MAY-2017,16-AUG-2017,
271436528,SOLAR FOR SENIORS INC ,,6655 W JEWELL AVE,LAKEWOOD,CO,80232-7190,US,03,15-MAY-2015,10-AUG-2015,
271441605,SNOWBOARDERS & SKIERS FOR CHRIST ,SUMMIT,PO BOX 2082,DILLON,CO,80435-2082,US,03,15-MAY-2023,14-AUG-2023,
271443563,SECOND WIND FUND INC,SECOND WIND FUND OF WELD COUNTY,PO BOX 208,EATON,CO,80615-0208,US,03,15-DEC-2012,11-MAR-2013,
271444129,SWEAT EQUITY CORP ,,14083 W 22ND AVE,GOLDEN,CO,80401-2003,US,03,15-MAY-2024,12-AUG-2024,
271444358,BOBCAT KIDS INC ,,1103 PERRY PARK AVE,LARKSPUR,CO,80118-8245,US,03,15-MAY-2023,14-AUG-2023,
271456756,MICHAEL GOFFREDO FOUNDATION,,1271 S VINE ST,DENVER,CO,80210-1819,US,00,15-MAY-2013,12-AUG-2013,
271462368,GLOBAL LYNX,,PO BOX 473695,AURORA,CO,80047-3695,US,03,15-MAY-2012,11-MAR-2013,
271463629,CAMP 7 CAMP & CONFERENCE CENTER ,CAMP 7,883 PARFET ST STE I,LAKEWOOD,CO,80215-5548,US,03,15-MAY-2014,08-DEC-2014,15-JUN-2014
271466501,FRATERNAL ORDER OF POLICE ,58 PARK COUNTY FOP LODGE,PO BOX 604,FAIRPLAY,CO,80440-0604,US,08,15-NOV-2016,13-MAR-2017,
271467779,BRC CYCLING,,PO BOX 18897,DENVER,CO,80218-0897,US,07,15-MAY-2012,11-FEB-2013,
271470555,WOMEN OF THE CORPS FOUNDATION ,,3578 HARTSEL DR E 444,COLORADO SPRINGS,CO,80920-2103,US,03,15-MAR-2014,09-JUN-2014,15-MAR-2014
271473842,NATIONAL ASSOCIATION OF WATCH AND,21 COLORADO CHAPTER,8407 E HINSDALE DR,CENTENNIAL,CO,80112-1909,US,07,15-AUG-2012,08-APR-2013,15-DEC-2019
271477597,BJ RUNCHEL SCHOLARSHIP FUND,,1247 AMES ST,LAKEWOOD,CO,80214-2215,US,03,15-MAY-2012,11-MAR-2013,
271478153,FRIENDS OF COLORADO STATE PARKS,,1623 DAHLIA ST,DENVER,CO,80220-1232,US,03,15-MAY-2012,11-MAR-2013,15-MAY-2012
271491503,TABOR COMMITTEE,,720 KIPLING ST STE 12,LAKEWOOD,CO,80215-5866,US,04,15-MAY-2012,06-OCT-2012,15-MAY-2012
271494651,ENERGY CONSERVATION ALLIANCE ,,6841 S YOSEMITE ST,CENTENNIAL,CO,80112-1434,US,03,15-MAY-2017,16-AUG-2017,
271503809,NORTHWEST COLORADO TREATMENT,,PO BOX 1983,GLENWOOD SPGS,CO,81602-1983,US,03,15-MAY-2012,11-MAR-2013,
271504855,DENVER OUTREACH MINISTRIES,,18121 - C E HAMPDEN AVE STE 226,AURORA,CO,80013-3589,US,03,15-MAY-2012,11-MAR-2013,
271505600,SPRINGS OF HOPE INC ,,4419 CENTENNIAL BLVD 324,COLORADO SPRINGS,CO,80907-3771,US,03,15-APR-2018,10-JUL-2018,
271512299,A PLACE TO PLAY,,PO BOX 5023,EDWARDS,CO,81632-5023,US,03,15-NOV-2012,11-MAR-2013,
271513814,ME AND MY DAD ,,15167 E LOUISIANA DR,AURORA,CO,80012-7770,US,03,15-MAY-2020,11-AUG-2020,
271522237,STB INC ,,1450 S HAVANA ST,AURORA,CO,80012-4018,US,04,15-MAY-2014,13-APR-2015,
271532577,BETA PHI MU,PHI CHAPTER,2135 E WESLEY AVE UNIV OF DENVER,DENVER,CO,80208-0001,US,03,15-MAY-2013,10-FEB-2014,
271537426,URANTIAUNIVERSITY ,,6555 S KENTON ST STE 310,ENGLEWOOD,CO,80111-6838,US,03,15-MAY-2019,12-AUG-2019,15-MAY-2019
271541005,HUMISTON FAMILY MINISTRIES INC,,16269 E ELDORADO PL,AURORA,CO,80013-1920,US,00,15-MAY-2012,11-FEB-2013,15-MAY-2012
271559592,IN AS MUCH FOUNDATION,,6694 S BLACKHAWK ST,CENTENNIAL,CO,80111-6610,US,03,15-MAY-2012,11-MAR-2013,
271586437,AMERICAN LEGION,2010 MONTBELLO POST,7465 E 1ST AVE STE D,DENVER,CO,80230-6877,US,19,15-FEB-2013,08-JUL-2013,15-FEB-2013
271586463,THE LEEEGH INC,,129 S ELDRIDGE WAY,GOLDEN,CO,80401-5319,US,03,15-MAY-2013,12-AUG-2013,15-MAY-2013
271589199,WE PLAY IT FORWARD,,1955 FORD ST,GOLDEN,CO,80401-2419,US,03,15-MAY-2013,12-AUG-2013,
271589445,AMERICAN LEGION ,5 COLORADO SPRINGS POST,15 E PLATTE AVE,COLORADO SPGS,CO,80903-1220,US,19,15-MAY-2019,13-NOV-2019,15-APR-2024
271596085,THRIVENT COMMUNITY - FRONT RANGE ,,1177 PRINCETON DR,LONGMONT,CO,80503-3605,US,08,15-MAY-2016,08-AUG-2016,
271596378,CLEFT OF THE ROCK ,,5721 MOUNT SANITAS AVE,LONGMONT,CO,80503-7360,US,03,15-MAY-2021,09-AUG-2021,
271596441,THRIVENT COMMUNITY - FLATIRONS ,,1125 GEORGETOWN RD,BOULDER,CO,80305-6441,US,08,15-MAY-2016,08-AUG-2016,
271599277,KIDS CREATE THE MUSIC FOUNDATION ,,5620 FOSSIL CREEK PKWY STE 2 106,FORT COLLINS,CO,80525-7132,US,03,15-OCT-2017,12-FEB-2018,
271600544,MORGAN SCOTT LIFE SKILLS CENTER,,21606 E 53RD PL,DENVER,CO,80249-8386,US,03,15-NOV-2012,11-MAR-2013,
271602032,INTERNATIONAL ORDER OF ROCKY MOUNTAIN GOATS,,6547 N ACADEMY BLVD STE 490,COLORADO SPRINGS,CO,80918-8342,US,07,15-MAY-2020,11-AUG-2020,
271607857,CENTER FOR TEACHING INTERNATIONAL RELATIONS,,1031 33RD ST STE 174,DENVER,CO,80205-2764,US,03,15-MAY-2024,12-AUG-2024,
271609496,GRANADA COMMUNITY SENIOR CITIZENS,,PO BOX 16,GRANADA,CO,81041-0016,US,04,15-MAY-2013,12-AUG-2013,
271615517,HELPING HANDS WORLDWIDE FOUNDATION,,4168 ASTN BLFFS PKWY,COLORADO SPGS,CO,80918-2928,US,03,15-MAY-2013,12-AUG-2013,
271620678,GIRLS ONLY MINISTRY ,,PO BOX 26,BRIGHTON,CO,80601-0026,US,03,15-MAY-2022,08-AUG-2022,
271623112,COLORADO COMPLIANCE PROFESSIONALS ASSOCIATION,,PO BOX 2676,DENVER,CO,80201-2676,US,06,15-MAY-2021,14-MAR-2022,
271627219,K-12 SCHOOL DONATIONS INC ,,4950 S YOSEMITE ST F2-157,GREENWOOD VILLAGE,CO,80111-1349,US,03,15-MAY-2016,08-AUG-2016,
271628056,BENT COUNTY PRESERVATION SOCIETY ,,706 3RD ST,LAS ANIMAS,CO,81054-1001,US,03,15-MAY-2024,12-AUG-2024,
271630468,DSI MINISTRIES ,,612 W BROOKSIDE STREET,COLORADO SPRINGS,CO,80905-2046,US,03,15-MAY-2013,22-OCT-2016,15-SEP-2016
271633268,BOULDER YOUTH BIZ,,1710 29TH ST UNIT 1068,BOULDER,CO,80301-1051,US,03,15-MAY-2013,12-AUG-2013,
271642523,COLORADO 4-H FOUNDATION INC ,CEDAR RIDGE 4-H CLUB,210 11TH STREET,KREMMLING,CO,80459-0000,US,03,15-NOV-2021,13-JUL-2022,
271645314,CREATIVE ARTS ALLIANCE ,KCAA PTO,2250 S QUITMAN WAY,DENVER,CO,80219-5139,US,03,15-NOV-2018,11-MAR-2019,
271652352,CREATING PARTNERSHIPS FOR PROGRESS ,,150 W 9TH AVE UNIT 4505,DENVER,CO,80204-4060,US,03,15-MAY-2017,16-AUG-2017,
271654875,HEART FOR THE CHILDREN,,14595 SUN HILLS DR,COLORADO SPGS,CO,80921-2700,US,00,15-MAY-2012,11-FEB-2013,15-MAY-2012
271660837,FORENSIC IDENTIFICATION GROUP,,2674 CAPRA WAY,GRAND JCT,CO,81506-8207,US,03,15-MAY-2013,12-AUG-2013,
271663813,DCHS ICE HOCKEY CLUB ,,4928 ROCKY MOUNTAIN DR,CASTLE ROCK,CO,80109-8635,US,03,15-JAN-2014,14-APR-2014,
271674501,GOLGOTHA THE SINNERS PLACE ,,3417 FAIRFIELD LN,PUEBLO,CO,81005-3226,US,03,15-JUN-2020,14-SEP-2020,
271679137,BOULDER SAMBA SCHOOL ,,3011 WASHINGTON ST,BOULDER,CO,80304-0000,US,03,15-MAY-2013,22-FEB-2018,15-DEC-2017
271684218,FACUNDO ELEMENT ,,1031 RACE ST,COLORADO SPGS,CO,80904-3200,US,03,15-MAY-2022,08-AUG-2022,
271686134,DENVER HARLEQUINS RUGBY FOOTBALL CLUB,,3843 XAVIER ST,DENVER,CO,80212-0000,US,03,15-MAY-2013,17-MAR-2015,15-SEP-2014
271700405,NATIONAL BASKETBALL ASSOCIATION,,1830 FRANKLIN STREET STE 450,DENVER,CO,80218-1128,US,03,15-MAY-2013,12-AUG-2013,15-MAY-2013
271700521,LEGACY OF HEALTH FOUNDATION,,820 FIRST ST,LIMON,CO,80828-2110,US,03,15-MAY-2013,12-AUG-2013,
271704037,PIONEER DEVELOPMENT SOLUTIONS,,5516 S GENEVA ST,GREENWOOD VLG,CO,80111-3725,US,03,15-MAY-2013,12-AUG-2013,
271709113,PUEBLO WEST BASEBALL CLUB INC,,460 S MAHER DR,PUEBLO WEST,CO,81007-1636,US,00,15-MAY-2012,11-FEB-2013,15-MAY-2012
271709113,PUEBLO WEST BASEBALL CLUB INC ,,460 S MAHER DR,PUEBLO WEST,CO,81007-1636,US,00,15-MAY-2016,19-JUL-2016,
271710259,MICHAEL AND CHRISTINE MCCUNE,,3996 S MAGNOLIA WAY,DENVER,CO,80237-2014,US,03,15-MAY-2013,12-AUG-2013,15-FEB-2015
271723358,BRING ON THE MUSIC ,,16202 PARKSIDE DR,PARKER,CO,80134-3744,US,03,15-MAY-2014,11-AUG-2014,
271726838,CONNECTING PAKISTANI AND AMERICAN,,464 EIGHT MILE LOOP,PAGOSA SPGS,CO,81147-7735,US,03,15-MAY-2013,12-AUG-2013,15-MAY-2013
271729416,SHERIDAN COMMUNITY OPERATED POLICING STOREFRONT,SHERIDAN AT RIVER POINT COP SHOP,4478 S COORS CT,MORRISON,CO,80465-1051,US,03,15-MAY-2014,11-AUG-2014,
271736236,YOBEL INTERNATIONAL ,,27 S SIERRA MADRE,COLORADO SPGS,CO,80903-0000,US,03,15-MAY-2020,11-AUG-2020,
271739543,CHRISTMAS FOR SENIORS ,,1111 WEST VICTORY WAY,CRAIG,CO,81625-2950,US,03,15-MAY-2020,11-AUG-2020,
271757647,MANYONI ORPHAN PARTNERS ,,PO BOX 1194,COLORADO SPGS,CO,80901-1194,US,03,15-MAY-2023,14-AUG-2023,
271766374,WORD OF GOD ,,9301 WELBY RD TERR,THORNTON,CO,80229-4291,US,03,15-MAY-2014,11-AUG-2014,
271766525,COMFORT FOOD INC ,,512 PALISADE MOUNTAIN DR,WINDSOR,CO,80550-4904,US,03,15-MAY-2024,12-AUG-2024,
271782102,INTERNATIONAL ASSOCIATION OF GAY SQUAE DANCE CLUBS INC,,PO BOX 9176,DENVER,CO,80209-0176,US,04,15-MAY-2010,29-FEB-2020,15-MAY-2010
271793166,EDGE OF SEVEN INC ,,1031 33RD STREET SUITE 172,DENVER,CO,80205-2729,US,03,15-MAY-2019,12-AUG-2019,
271806111,COVER FOR KIDS FOUNDATION ,,970 S BONNIE LN,WATKINS,CO,80137-8912,US,03,15-JUN-2014,08-SEP-2014,
271816426,ONE WORLD LACROSSE FOUNDATION ,,25737 FOOTHILLS DR N,GOLDEN,CO,80401-8553,US,03,15-MAY-2017,16-AUG-2017,
271818583,BROOMFIELD DUGOUT CLUB,,1135 E 7TH AVENUE CIR,BROOMFIELD,CO,80020-1503,US,03,15-MAY-2013,12-AUG-2013,
271822134,BANGLADESH ASSOCIATION OF COLORADO ,,16807 TRAIL VIEW CIR,PARKER,CO,80134-4346,US,07,15-MAY-2018,13-AUG-2018,
271831700,744 INS PROF OF DOWNTOWN DENVER ,,4340 DURHAM CT,DENVER,CO,80239-5172,US,06,15-MAY-2014,11-AUG-2014,
271832169,CS GOVERNANCE INITIATIVE ,,121 S TEJON ST STE 1107,COLORADO SPGS,CO,80903-2214,US,04,15-MAY-2014,15-OCT-2014,
271832810,BETHEL USA ,,PO BOX 271781,FORT COLLINS,CO,80527-1781,US,03,15-MAY-2025,12-AUG-2025,
271836240,PACK AWAY HUNGER-DENVER INC ,,17838 E 108TH PL,COMMERCE CITY,CO,80022-8403,US,03,15-MAY-2022,08-AUG-2022,
271842564,FORT COLLINS POND HOCKEY ASSOCIATION,,1707 TANGLEWOOD DR,FORT COLLINS,CO,80521-0000,US,03,15-JUL-2012,20-NOV-2014,15-JUL-2014
271861253,THE CONNECTION YOUTH CENTER ,,PO BOX 9045,DENVER,CO,80209-0045,US,03,15-MAY-2018,13-AUG-2018,
271868243,LA LECHE LEAGUE INTERNATIONAL INC ,LLL LOVELAND,810 TAYLOR AVE,LOVELAND,CO,80537-4973,US,03,15-AUG-2020,11-NOV-2020,
271873623,LOGOS BIBLICAL COUNSELING ,,8056 DE ANZA PEAK TRL,COLORADO SPGS,CO,80924-4492,US,03,15-MAY-2023,14-AUG-2023,
271879633,COCKTAILS FOR A CAUSE ,,1690 S GARFIELD ST,DENVER,CO,80210-3006,US,03,15-MAY-2023,14-AUG-2023,
271880566,FALCON HIGH SCHOOL INSTRUMENTAL,,10255 LAMBERT RD,FALCON,CO,80831-3800,US,03,15-NOV-2012,11-MAR-2013,15-NOV-2012
271885077,CLOSE MUSIC FOUNDATION,,3535 SOUTH PLATTE RIVER DR UNIT A,ENGLEWOOD,CO,80110-3334,US,03,15-MAY-2013,12-AUG-2013,15-MAY-2013
271888868,VOCES UNIDAS FOR JUSTICE,VOZ,2214 E FOUNTAIN BLVD,COLORADO SPGS,CO,80910-3533,US,03,15-MAY-2013,12-AUG-2013,15-OCT-2015
271899385,RENEWAL FOR HAITI ,,18625 E DORADO DR,AURORA,CO,80015-5121,US,03,15-MAY-2014,11-AUG-2014,
271899997,TEEN RESCUE USA ,,PO BOX 160,FRANKTOWN,CO,80116-0160,US,03,15-MAY-2020,11-AUG-2020,
271903486,JAKES PLACE INC ,,2101 W OXFORD AVE,ENGLEWOOD,CO,80110-4355,US,03,15-MAY-2023,14-AUG-2023,
271904442,GRAND VALLEY BIKES,,507 W UTE AVE,GRAND JCT,CO,81501-5654,US,03,15-MAY-2013,12-AUG-2013,
271905914,ERICA RAES KIDS INC ,,965 N PICADILLY RD,AURORA,CO,80018-3098,US,03,15-MAY-2025,12-AUG-2025,
271912881,IGNIGHTING FIRE MINISTRIES,,PO BOX 2509,MONUMENT,CO,80132-2509,US,03,15-MAY-2013,12-AUG-2013,15-MAY-2013
271925509,GATUSI SOLUTIONS,,PO BOX 185,DIVIDE,CO,80814-0185,US,03,15-MAY-2013,12-AUG-2013,
271932755,COLORADO SPRINGS HUMAN RESOURCES ASSOCIATION,,P O BOX 26676,COLORADO SPRINGS,CO,80936-5172,US,03,15-MAY-2010,12-APR-2018,15-MAR-2018
271933209,VUE NATIONAL ASSOCIATION INC ,,12615 LOCUST WAY,THORNTON,CO,80602-0000,US,03,15-MAY-2013,08-SEP-2014,15-MAY-2013
271935936,THE ATD FOUNDATION ,DBA ATTENTION TO DETAIL,1509 E VIRGINIA AVE,DENVER,CO,80209-2534,US,03,15-MAY-2021,09-AUG-2021,
271941517,TOUR DE KIDS TEAM USA,,2404 S SEDALIA CIR,AURORA,CO,80013-4190,US,03,15-MAY-2013,12-AUG-2013,15-NOV-2016
271946679,THUNDER MOUNTAIN COLORADO LIVING HISTORY,,PO BOX 235,DELTA,CO,81416-0235,US,03,15-MAY-2025,12-AUG-2025,
271957474,OUR CLEANER EARTH ,,600 S LINCOLN AVE STE 202,STEAMBOAT SPR,CO,80487-8936,US,03,15-MAY-2019,12-AUG-2019,
271957792,COLORADO HORNETS ATHLETICS YOUTH,,12324 GLENCOE ST,THORNTON,CO,80241-3200,US,03,15-MAY-2013,12-AUG-2013,15-OCT-2015
271963291,JOSEPH HOUSE ,,4361 COLORFUL LN,CASTLE ROCK,CO,80109-0000,US,03,15-MAY-2018,13-AUG-2018,
271970080,YOUNG ASPIRING AMERICANS FOR SOCIAL AND POLITICAL ACTIVISM YAASPA,,PO BOX 202092,DENVER,CO,80220-6823,US,03,15-DEC-2012,01-MAR-2017,15-DEC-2016
271985130,EQUINE 808 HORSE RESCUE ,,2222 N ELLICOTT HWY,CALHAN,CO,80808-8830,US,03,15-MAY-2021,09-AUG-2021,
271986226,FRIENDS OF RED CLIFF,,1201 E 1ST AVE,DENVER,CO,80218-3903,US,03,15-MAY-2013,12-AUG-2013,
271987782,FOCO ROLLER DERBY NON-PROFIT ,,PO BOX 271523,FORT COLLINS,CO,80527-0000,US,03,15-MAY-2014,10-APR-2017,15-MAY-2014
271989103,PAY IT FORWARD CORP ,,861 GRIFFITH AVE,CANON CITY,CO,81212-0000,US,03,15-MAY-2016,08-AUG-2016,15-AUG-2016
271992046,MONTE VISTA COMMUNITY DEVELOPMENT CORPORATION,,PO BOX 363,MONTE VISTA,CO,81144-0363,US,03,15-MAY-2015,10-AUG-2015,
272001071,VICTORS GOLD CAMP AG MINING MUSEUM ,,100 S 2ND STREET POB 273,VICTOR,CO,80860-0000,US,03,15-MAY-2012,07-JAN-2017,15-DEC-2016
272009956,BIKE JEFFCO INC ,,9472 W UNSER AVE,LITTLETON,CO,80128-0000,US,03,15-MAY-2013,20-NOV-2014,15-MAY-2013
272010093,BULLDOG SUPPORTERS GROUP ,,1550 LARIMER STREET STE913,DENVER,CO,80202-1602,US,07,15-MAY-2023,14-AUG-2023,
272020099,CORNERSTONE FRIENDS,,PO BOX 11037,DENVER,CO,80211-0037,US,03,15-JUL-2013,21-OCT-2013,
272022279,GUNNISON VALLEY GUARDIAN SOCIETY,GUNNISON VALLEY GUARDIAN SOCIETY I,108 W TOMICHI AVE STE D,GUNNISON,CO,81230-2336,US,03,15-MAY-2013,12-AUG-2013,
272022571,CAPITOL MEDIA GROUP,FACE THE STATE,PO BOX 8592,DENVER,CO,80201-8592,US,04,15-MAY-2013,12-AUG-2013,
272027020,COACH LEFTY LEFTRIDGE YOUTH FOOTBALL FOUNDATION,,850 S FILLMORE ST,DENVER,CO,80209-4819,US,03,15-MAY-2015,10-AUG-2015,
272032947,MEAD MAVERICKS BOOSTERS INC ,,12750 COUNTY ROAD 7,LONGMONT,CO,80504-9518,US,03,15-MAY-2019,12-AUG-2019,
272041894,UPPER ARKANSAS SERVICE CLUB ,,PO BOX 1312,SALIDA,CO,81201-1312,US,03,15-MAY-2021,09-AUG-2021,
272042149,LAFRA UNIT 244 ,,3010 VIN ROSE WAY,GRAND JCT,CO,81504-5532,US,19,15-MAY-2014,09-MAR-2015,
272043647,VENTURES UNLIMITED ,,7406 19TH ST,GREELEY,CO,80634-8614,US,07,15-MAY-2025,12-AUG-2025,
272049849,BAYLON MICHAEL MEYER SCHOLORSHIP ,,255 S CADDOA DR,PUEBLO WEST,CO,81007-0000,US,03,15-MAY-2013,26-MAR-2016,15-MAR-2016
272051303,YOUTH ON THE RISE ,,1448 S PENNSYLVANIA ST,DENVER,CO,80210-2231,US,03,15-MAY-2015,10-AUG-2015,
272051589,COLORADO 4-H FOUNDATION INC ,BROOMFIELD COUNTY 4-H SCHOLARSHIP F,225 IRIS ST,BROOMFIELD,CO,80020-2258,US,03,15-NOV-2021,13-JUL-2022,
272051845,JAMES WERNKE FOUNDATION ,,3252 EL CHARRO PT,CASTLE ROCK,CO,80108-8497,US,03,15-MAY-2024,12-AUG-2024,
272052942,SPRINGS GO CLUB ,,18795 ROCKBROOK RD,PALMER LAKE,CO,80133-9033,US,07,15-JUL-2015,12-OCT-2015,
272053999,MONTICELLO COMMUNITY INC ,,3024 S NIAGARA WAY,DENVER,CO,80224-2763,US,07,15-MAY-2024,12-AUG-2024,15-MAY-2024
272056944,JMJ SPORTING FOUNDATION ,JMJ SPORTING ASSOCIATION,2931 S LOGAN ST,ENGLEWOOD,CO,80113-1635,US,00,15-DEC-2014,09-MAR-2015,
272077273,VERTILE FOUNDATION INC,,6681 ARAPAHOE RD,BOULDER,CO,80303-1555,US,03,15-MAY-2013,21-OCT-2013,15-MAY-2013
272085589,RYAN UNITED ,,7039 ALADAR DR,WINDSOR,CO,80550-7061,US,03,15-MAY-2021,09-AUG-2021,
272095392,JEWISH CONGREGATION OF STEAMBOAT SPRINGS HAR MISHPACHA,,PO BOX 776108,STEAMBOAT SPRINGS,CO,80477-6108,US,03,15-NOV-2012,03-DEC-2016,
272097342,JUSTICE MINISTRIES OF PAGOSA INC ,JUSTICE MINISTRIES OF PAGOSA,PO BOX 5262,PAGOSA SPGS,CO,81147-5262,US,03,15-MAY-2021,09-AUG-2021,
272103847,PARKER CHORALE A NON PROFIT CORPORATION,,17051 NUMA PL,PARKER,CO,80134-0000,US,03,15-MAY-2019,09-JUL-2019,15-FEB-2025
272105051,COLORADO NARCOTICS ANONYMOUS,CNAC,PO BOX 1437,DENVER,CO,80201-1437,US,03,15-MAY-2013,12-AUG-2013,15-JUL-2015
272110845,DOMINION GRACE MINISTRIES,,PO BOX 29728,DENVER,CO,80229-0728,US,03,15-MAY-2013,10-FEB-2014,15-MAY-2013
272111034,THUNDERBIRD RESCUE,,8000 W CRESTLINE AVE APT 1335,LITTLETON,CO,80123-0906,US,00,15-MAY-2013,09-SEP-2013,15-MAY-2013
272111034,THUNDERBIRD RESCUE ,,8000 W CRESTLINE AVE APT 1335,LITTLETON,CO,80123-0906,US,00,15-JUN-2017,11-SEP-2017,
272114842,SOLDIERS SAILORS SUPPORT INC ,,11818 COOK ST,THORNTON,CO,80233-1541,US,03,15-MAY-2014,11-AUG-2014,
272143267,NEPAL AMERICA SOCIOCULTURAL EXCHANGE SOCIETY INC USA,,805 SUMMER HAWK DR UNIT-G39,LONGMONT,CO,80504-0000,US,03,15-MAY-2013,06-AUG-2016,15-MAY-2013
272165200,AMATEUR ATHLETIC UNION OF THE,SKYLINE SPORTS,6140 S GUN CLUB RD K6 192,AURORA,CO,80016-5306,US,03,15-JAN-2013,10-JUN-2013,
272166390,AMERICAN DISTANCE PROJECT LLC ,,3427 W FRONTANERO ST,COLORADO SPRINGS,CO,80904-0000,US,03,15-MAY-2016,08-AUG-2016,
272171399,COLORADO BARK BEETLE COOPERATIVE ,,PO BOX 2308,SILVERTHORNE,CO,80498-2308,US,03,15-MAY-2021,09-AUG-2021,
