ein,founding_year,ruling_date,name,city,state,zip,subsection,foundation_code,ntee_code,asset_amount,income_amount,revenue_amount,found_in_bmf
841495369,,,,,,,,,,,,,N
841495904,1999,199905,LEARNING FOR LIVING INSTITUTE,BOULDER,CO,80302-4922,03,16,B80,668658,285959,285959,Y
841496078,1999,199907,BOULDER COUNTY FAIR LIVESTOCK SHOW AND RODEO,LONGMONT,CO,80501-6359,03,16,B90,839401,641593,641593,Y
841496293,1946,194611,PTA COLORADO CONGRESS,DOLORES,CO,81323-0727,03,16,B940,0,0,0,Y
841496351,2000,200007,ROARING FORK FOOTBALL FOUNDATION,CARBONDALE,CO,81623-1650,03,15,N126,94022,87915,87915,Y
841496462,2000,200006,RAMPART SEARCH & RESCUE INC,NORTHGLENN,CO,80233-0336,03,15,M23,179611,4225,4225,Y
841496482,,,,,,,,,,,,,N
841496484,2000,200001,FOUR POINTS ASSOCIATION,AURORA,CO,80012-1334,03,16,X20,0,0,0,Y
841496915,2000,200007,THE MURULLE FOUNDATION,FORT COLLINS,CO,80522-1442,03,16,Q023,0,0,0,Y
841497076,1999,199907,SOUTH PLATTE COALITION FOR URBAN RIVER EVALUATION,LAKEWOOD,CO,80401-3423,06,00,S41,84470,91948,91948,Y
841497252,1999,199909,OLYMPIANS FOR OLYMPIANS RELIEF FUND,COLORADO SPGS,CO,80901-1090,03,15,N116,252248,53658,53658,Y
841497391,,,,,,,,,,,,,N
841497473,1999,199907,EL POMAR FOUNDATION EMPLOYEE BENEFIT TRUST,COLORADO SPGS,CO,80906-4201,09,00,Y43,1108049,2026374,1537337,Y
841497650,,,,,,,,,,,,,N
841497653,1999,199907,COLORADO CONSORTIUM FOR EARTH AND SPACE SCIENCE EDUCATION,COLORADO SPGS,CO,80924-5408,03,15,B90,1431942,733784,733784,Y
841497906,,,,,,,,,,,,,N
841497910,,,,,,,,,,,,,N
841497942,1999,199907,PIKES PEAK RANGE RIDERS FOUNDATION,COLORADO SPGS,CO,80901-0758,03,15,T12,2833998,637775,552555,Y
841498642,1999,199908,DAILY CAMERA NEWSPAPERS IN EDUCATION FOUNDATION,DENVER,CO,80216-1349,03,15,B90,6725,67864,67864,Y
841498722,1999,199906,CROSSWALK PEOPLE HELPERS,BERTHOUD,CO,80513-3826,03,15,P20,0,0,0,Y
841498748,2001,200112,ASCENSION LUTHERAN CHURCH FOUNDATION,LITTLETON,CO,80120-3109,03,15,T31,1054913,389902,75447,Y
841498749,2000,200001,KHMER-BUDDHIST EDUCATIONAL ASSISTAN CE PROJECT,CRESTONE,CO,81131-0657,03,15,X195,0,0,0,Y
841498925,2001,200105,A PREGNANCY RESOURCE CENTER OF NE COLORADO,BRUSH,CO,80723-2106,03,15,E400,727042,678094,645958,Y
841499402,1999,199906,GLOBAL PAIN INITIATIVE,GOLDEN,CO,80401-5000,03,15,E115,944,1557,1557,Y
841499538,1987,198701,HABITAT FOR HUMANITY INTERNATIONAL INC,GLENWOOD SPGS,CO,81601-9351,03,15,,14865602,8602176,8602176,Y
841499624,1999,199908,CULTIVANDO,EASTLAKE,CO,80614-0644,03,15,S20,3146131,1784065,1784065,Y
841499826,1942,194209,ROTARY INTERNATIONAL,GRAND JCT,CO,81502-0459,04,00,,43126,88111,71673,Y
841500307,,,,,,,,,,,,,N
841500508,2000,200003,SAN MIGUEL WATERSHED COALITION,TELLURIDE,CO,81435-1601,03,15,S20,35796,223915,221434,Y
841500573,2000,200011,UNCOMPAHGRE VALLEY TRAIL RIDERS,MONTROSE,CO,81402-3503,04,00,N60,171768,36838,36495,Y
841500582,,,,,,,,,,,,,N
841500595,,,,,,,,,,,,,N
841500637,2000,200003,JOURNEY HOME ANIMAL CENTER INC,RIFLE,CO,81650-2502,03,16,D20,2822386,1294046,1227414,Y
841501128,,,,,,,,,,,,,N
841501253,,,,,,,,,,,,,N
841502197,1999,199912,EMMAUS HOUSING,DENVER,CO,80205-2609,03,15,L20,562571,53603,53603,Y
841502205,1946,194611,PTA COLORADO CONGRESS,LAFAYETTE,CO,80026-1471,03,16,,73387,73891,54785,Y
841502256,1999,199910,COLORADO PETROLEUM ASSOCIATION,DENVER,CO,80250-0275,06,00,S41,133298,170497,170497,Y
841502358,2000,200005,SOMALI AMERICAN COMMUNITY CENTER OF COLORADO,DENVER,CO,80231-2716,03,15,P84,62755,225750,225750,Y
841502497,2000,200003,LITTLETON FIREFIGHTERS FOUNDATION INC,DENVER,CO,80212-2543,03,15,M40,0,0,0,Y
841502531,,,,,,,,,,,,,N
841502535,,,,,,,,,,,,,N
841502625,1999,199907,SAN MIGUEL MENTORING PROGRAM,TELLURIDE,CO,81435-1574,03,15,O30,140461,722724,329675,Y
841502834,2000,200002,HIGHLAND RESCUE TEAM FOUNDATION INC,GOLDEN,CO,80401-9371,03,15,M23,546945,39624,39624,Y
841502863,2019,201907,COMMUNITY MEDIATION PROJECT,PARKER,CO,80134-7659,03,15,P99,0,0,0,Y
841503064,1999,199909,DENVER MAINTENANCE EMPLOYEES ASSISTANCE FUND,AURORA,CO,80016-3146,03,15,P60,0,0,0,Y
841503951,2001,200110,CHILDRENS HOUSE PRESCHOOL INC,BOULDER,CO,80304-2488,03,11,B21,363224,245629,245629,Y
841503970,2000,200002,SAND CREEK REGIONAL GREENWAY PARTNERSHIP INC,DENVER,CO,80207-1729,03,15,N32,840053,1148730,1129767,Y
841503971,,,,,,,,,,,,,N
841504383,1999,199910,ROCKY MOUNTAIN INSURANCE ASSOCIATION,PARKER,CO,80134-7440,06,00,S41,486240,490592,490592,Y
841504397,2000,200003,ALLTRICITY SCHOLARSHIP FOUNDATION,ENGLEWOOD,CO,80112-0000,03,15,B82,229917,230225,204407,Y
841504588,,,,,,,,,,,,,N
841505070,1999,199911,COLUMBINE BOYS LACROSSE ASSOCIATION,LITTLETON,CO,80162-1981,03,16,B94,0,0,0,Y
841505459,,,,,,,,,,,,,N
841505465,,,,,,,,,,,,,N
841505466,1999,199911,IMPACT DEVELOPMENT FUND,LOVELAND,CO,80537-4871,03,15,L120,152478404,35219885,35219885,Y
841505469,2000,200005,BAM SWIM TEAM,BOULDER,CO,80306-2016,03,16,N70,180942,228314,228314,Y
841505517,2013,201304,BUFFALO PUBLIC SCHOOLS FOUNDATION INC,MERINO,CO,80741-0198,03,16,B82,0,0,0,Y
841505666,1999,199910,TELOS PROJECT,CASTLE PINES,CO,80108-3653,03,15,X21,37962,59667,59667,Y
841506246,2001,200106,COMMUNITY AGRICULTURE ALLIANCE INC,STEAMBOAT SPR,CO,80477-4134,03,15,K25,2643685,1725871,1499466,Y
841506273,2001,200107,LEADERCARE INC,PARKER,CO,80134-3748,03,16,P46,81169,127188,127188,Y
841506493,,,,,,,,,,,,,N
841506596,,,,,,,,,,,,,N
841506684,,,,,,,,,,,,,N
841506729,2001,200104,MOUNTAIN PARKS ELECTRIC CHARITABLE TRUST,GRANBY,CO,80446-0170,03,15,P60,25125,92721,92721,Y
841506811,2014,201405,SOUTHERN COLORADO ORDER SONS OF ITALY LODGE 2738 INC,PUEBLO,CO,81003-3130,10,00,Y42,56027,91213,43607,Y
841507440,,,,,,,,,,,,,N
841507794,,,,,,,,,,,,,N
841507796,1999,199909,FLATIRONS VOLLEYBALL CLUB,ERIE,CO,80516-6933,03,16,N60,300531,347520,347520,Y
841508048,1999,199910,BLACK CANYON BOYS & GIRLS CLUB INC,MONTROSE,CO,81402-1907,03,15,O23,3449750,1442449,1394014,Y
841508049,,,,,,,,,,,,,N
841508364,2000,200008,HAVEN MINISTRIES,AURORA,CO,80016-4278,03,15,X20,98126,203902,203902,Y
841508617,1940,194010,KNIGHTS OF COLUMBUS,ARVADA,CO,80002-1107,08,00,,13066,78757,38614,Y
841508860,2000,200001,FOUNDATION MINISTRIES,BERTHOUD,CO,80513-1004,03,15,X90,25423,17679,17679,Y
841509085,,,,,,,,,,,,,N
841509265,2000,200001,VAIL COMMUNITY CHAMBER,VAIL,CO,81657-4532,06,00,S41,38387,171435,171435,Y
841509497,2001,200105,EAGLE RANCH HOUSING CORPORATION,EAGLE,CO,81631-5905,04,00,S122,1142539,210753,210753,Y
841509965,1999,199909,OPTIONS HOUSING CORPORATION,LITTLETON,CO,80127-3829,03,16,L22,0,0,0,Y
841510257,,,,,,,,,,,,,N
841510259,2002,200205,LARIAT LOOP HERITAGE ALLIANCE,GOLDEN,CO,80402-0356,03,15,A80,0,0,0,Y
841510271,2002,200201,ASPEN VOLUNTEER FIRE DEPARTMENT INC,ASPEN,CO,81611-1908,03,15,M24,321169,25420,15461,Y
841510468,,,,,,,,,,,,,N
841510594,,,,,,,,,,,,,N
841510625,2000,200004,DENVER POLICE OFFICERS FOUNDATION,DENVER,CO,80216-4804,03,15,I60,1198533,181465,181465,Y
841510637,2000,200008,DENVER PRESS CLUB,DENVER,CO,80204-2115,03,16,A033,809851,386359,327865,Y
841510927,2003,200303,A CHILDS SONG INC,THORNTON,CO,80241-3130,03,15,B90,152296,514845,514845,Y
841511043,2022,202208,HABITAT FOR HUMANITY GRAND COUNTY,GRANBY,CO,80446-0969,03,15,L20,1241249,495440,495440,Y
841511067,2002,200205,SAN JUAN 2000 DEVELOPMENT ASSOCIATION,SILVERTON,CO,81433-0722,03,15,S20,131934,180662,180662,Y
841511082,2001,200111,POOL OF DREAMS LTD,FORT COLLINS,CO,80526-7418,07,00,N50,342493,203555,203555,Y
841511711,2000,200006,HEATHERWOOD PARENT TEACHER ORGANIZATION,BOULDER,CO,80301-4053,03,16,B82,91610,90497,90497,Y
841511730,,,,,,,,,,,,,N
841512387,1999,199911,REACHOUT CRESTVIEW,BOULDER,CO,80304-0815,03,15,O20,84924,124703,120401,Y
841512532,,,,,,,,,,,,,N
841512653,1999,199912,ADAPTIVE ADVENTURES,WESTMINSTER,CO,80031-2908,03,15,E860,1229755,1957767,1931804,Y
841512826,2014,201403,COLORADO CORONERS,HGHLNDS RANCH,CO,80163-2251,06,00,S41,229904,203565,203565,Y
841512830,2000,200001,BUILDING LASTING RELATIONSHIPS INC,COLORADO SPGS,CO,80920-7063,03,15,P46,20531,48745,47548,Y
841512852,2000,200003,ROCKY MOUNTAIN WILD INCORPORATED,DENVER,CO,80202-1379,03,15,C60,739042,779773,774335,Y
841512935,2000,200011,AFA FALFINS,COLORADO SPGS,CO,80920-1066,03,16,W67,126815,507499,507499,Y
841512981,2002,200210,SHAOLIN HUNG MEI KUNG FU ASSOCIATION,BOULDER,CO,80303-3900,03,16,A20,172866,143981,143823,Y
841513140,2021,202111,MENORAH ARTS CULTURE & EDUCATION AT THE BOULDER JCC,BOULDER,CO,80303-1314,03,15,X30,334868,307972,307972,Y
841513509,,,,,,,,,,,,,N
841513653,2000,200003,CLEAR CREEK RADIO INC,IDAHO SPRINGS,CO,80452-1419,03,15,A30,249820,62420,62420,Y
841513872,1946,194611,PTA COLORADO CONGRESS,PEYTON,CO,80831-6773,03,16,,0,0,0,Y
841513876,1999,199912,LEARNING SOURCE FOUNDATION,DENVER,CO,80215-4003,03,17,T11,3055291,198119,198119,Y
841514043,,,,,,,,,,,,,N
841514642,1999,199910,REBUILDING TOGETHER METRO DENVER INC,DENVER,CO,80211-1428,03,15,S31,480479,345035,345035,Y
841514644,2021,202103,COLORADO COMPETITIVE YOUTH HOCKEY LEAGUE,LITTLETON,CO,80123-3897,03,16,N68,3516,1,1,Y
841515242,1995,199510,COLORADO COMMUNITY SHELTER PROVIDERS INC,LAKEWOOD,CO,80228-1236,03,15,,1503117,1411842,1307999,Y
841515243,2000,200001,ASPEN ART MUSEUM FOUNDATION,ASPEN,CO,81611-1922,03,17,A115,44350193,2320092,2165696,Y
841515578,2001,200106,WESTERN COLORADO GOLF FOUNDATION,GRAND JCT,CO,81507-2633,03,16,B82,0,0,0,Y
841515602,,,,,,,,,,,,,N
841515937,2000,200012,CENTER FOR FAMILY OUTREACH INC,FORT COLLINS,CO,80522-0475,03,15,O20,699849,872273,872273,Y
841516009,2000,200006,HUMBLE RANCH EDUCATION AND THERAPY CENTER,STEAMBOAT SPR,CO,80477-6290,03,15,E50,0,0,0,Y
841516029,2000,200001,MESA COUNTY RSVP INC,GRAND JCT,CO,81502-1077,03,15,T40,164267,260460,260460,Y
841516104,2002,200208,F R I E N D S OF BROOMFIELD,BROOMFIELD,CO,80020-2808,03,15,N72,5173207,4577710,3802624,Y
841516244,2000,200003,WET MOUNTAIN VALLEY COMMUNITY FOUNDATION INC,WESTCLIFFE,CO,81252-0718,03,15,T31,2238587,1208589,1208589,Y
841516295,,,,,,,,,,,,,N
841516468,,,,,,,,,,,,,N
841516498,2000,200011,KIOWA COUNTY ECONOMIC DEVELOPMENT FOUNDATION,EADS,CO,81036-0250,03,15,S20,180313,75309,75309,Y
841516506,2000,200002,ST MARYS CATHOLIC EDUCATION FOUNDATION,COLORADO SPGS,CO,80909-3951,03,15,B82,1569092,239231,235784,Y
841516540,2004,200403,GARDNER CHUCKWAGON SUPPER INCORPORATED,GARDNER,CO,81040-0226,04,00,S20,0,0,0,Y
841516665,2000,200009,GRAND HUTS ASSOCIATION,FRASER,CO,80442-1046,03,15,N20,1062549,330964,176964,Y
841516672,2000,200005,LOVELAND YOUTH GARDENERS,LOVELAND,CO,80537-8828,03,15,O52,241757,245954,245954,Y
841516765,2000,200009,VOLUNTEER FIRE DEPARTMENT OF BIG ELK,LYONS,CO,80540-8000,03,15,M24,221807,373357,372624,Y
841517142,2000,200008,DELTA-MONTROSE ELECTRIC ASSOCIATION CHARITABLE TRUST,MONTROSE,CO,81401-8206,03,15,P600,55599,55142,55142,Y
841517508,2000,200003,POUDRE RIVER LIBRARY TRUST INC,FORT COLLINS,CO,80522-1474,03,15,T11,861338,61591,61591,Y
841517509,2000,200005,CSH DIAMOND CLUB,LITTLETON,CO,80127-0021,03,15,N63,42813,156186,156186,Y
841517705,,,,,,,,,,,,,N
841518506,2000,200002,AGING SERVICES FOUNDATION OF BOULDER COUNTY,BOULDER,CO,80306-0471,03,15,P81,314545,6398,6398,Y
841518675,2000,200003,ASPEN ALPINE CLUB INC,ASPEN,CO,81612-9778,03,15,N60,18130,62415,62415,Y
841518901,2000,200006,PI ILANI HAWAIIAN CIVIC CLUB OF COLORADO,DENVER,CO,80217-0846,03,16,A20,0,0,0,Y
841519047,2000,200003,FOUNDATION OF TRUSTEES FOR THE FAMILY LEARNING CENTER,EDWARDS,CO,81632-8166,03,16,P330,399757,1804151,1804151,Y
841519128,2000,200006,MISSOURI HEIGHTS-MOUNTAIN MEADOW IRRIGATION COMPANY,CARBONDALE,CO,81623-0548,05,00,Y22,83532,50244,50244,Y
841519131,2022,202212,NORTH FORK FRIENDS OF MONTESSORI,CRAWFORD,CO,81415-0362,03,16,B21,40067,27194,27194,Y
841519662,1999,199912,NIWOT ELEMENTARY SCHOOL PARENT TEACHER ADVISORY COUNCIL INC,NIWOT,CO,80503-8669,03,15,,87559,129968,107881,Y
841520225,2023,202303,FRIENDS OF MANUAL HIGH SCHOOL INC,DENVER,CO,80205-4502,03,15,B11,270717,71034,71034,Y
841520669,2004,200401,STEAMBOAT LAKE SNOW CLUB INC,CLARK,CO,80428-0756,03,15,M20,0,0,0,Y
841520728,,,,,,,,,,,,,N
841521058,,,,,,,,,,,,,N
841521703,2001,200102,ROCKY MOUNTAIN POLICE CHAPLAINS,GOLDEN,CO,80401-1855,03,10,X200,285011,452973,452973,Y
841522523,2000,200002,PLANNED PETHOOD INTERNATIONAL,CONIFER,CO,80433-7301,03,15,D40,3887663,3492807,3132514,Y
841522528,,,,,,,,,,,,,N
841522571,,,,,,,,,,,,,N
841522585,2000,200005,STRAIGHT FROM THE HEART,LONGMONT,CO,80503-9206,03,15,X800,64932,192249,192249,Y
841522823,,,,,,,,,,,,,N
841522933,2001,200103,SOUTHEAST COLORADO REGIONAL TRAUMA & EMS ADVISORY COUNCIL INC,ORDWAY,CO,81063-1042,03,15,M23,281090,291947,291947,Y
841523131,2000,200004,THE TRUST FOR LAND RESTORATION INC,RIDGWAY,CO,81432-0743,03,15,C34,338370,14400,14400,Y
841523282,2000,200006,GROWE FOUNDATION,LOUISVILLE,CO,80027-5004,03,15,O50,69229,200772,194511,Y
841523483,1940,194010,KNIGHTS OF COLUMBUS,LITTLETON,CO,80127-2060,08,00,,18589,73417,49790,Y
841523498,,,,,,,,,,,,,N
841523523,,,,,,,,,,,,,N
841523633,1946,194603,SACRED HEART OF JESUS HOUSING FOUNDATION,DENVER,CO,80210-2599,03,10,,2696352,141477,141477,Y
841523636,2000,200004,PERSUADE THE WORLD MINISTRIES,COLORADO SPGS,CO,80922-1411,03,15,X21,1433462,2069202,2069202,Y
841524095,,,,,,,,,,,,,N
841524336,2000,200003,MOUNTAIN VIEW ROUND UP FUND INC,LIMON,CO,80828-1600,03,15,T30,150174,154997,154997,Y
841524340,2000,200002,CONIFER ROTARY FOUNDATION,CONIFER,CO,80433-1430,03,17,T11,214855,163044,133388,Y
841524618,2000,200010,GREATER SALIDA RECREATION CORPORATION,SALIDA,CO,81201-1586,04,00,N6A,635205,715123,715123,Y
841524929,,,,,,,,,,,,,N
841525052,,,,,,,,,,,,,N
841525169,2000,200004,WINDOW INTERNATIONAL NETWORK INC,COLORADO SPGS,CO,80949-9127,03,15,Q300,35634,81416,81416,Y
841525612,,,,,,,,,,,,,N
841525795,2000,200008,CROSSROADS YOUTH WORKS,SIMLA,CO,80835-0371,03,15,O55,231259,135479,133310,Y
841525864,,,,,,,,,,,,,N
841525988,2000,200003,THE LODO ROTARY CLUB FOUNDATION INC,DENVER,CO,80206-4613,03,16,S82,83022,5379,5379,Y
841526078,2001,200103,CENTRAL HIGH SCHOOL BAND BOOSTERS INC,CLIFTON,CO,81520-0686,03,16,B11,0,0,0,Y
841526179,2000,200004,GAZETTE CHARITIES,COLORADO SPGS,CO,80903-1504,03,15,T30,91126,1572158,1572158,Y
841526266,2011,201101,FRONT RANGE AGILITY TEAM INC,DENVER,CO,80206-1929,04,00,N50,77663,99792,99792,Y
841526365,2000,200003,SPRINKLE ART INC,COLORADO SPGS,CO,80901-1917,03,15,A25,261746,194910,187310,Y
841526370,2001,200109,RIVERFRONT PARK COMMUNITY FOUNDATION,DENVER,CO,80202-0000,04,00,T31,2164693,311482,311482,Y
841526380,2000,200006,BRIGHTON SOFTBALL CLUB,BRIGHTON,CO,80601-6855,03,15,N63,0,0,0,Y
841526586,2001,200109,SHINING STARS FOUNDATION,TABERNASH,CO,80478-0200,03,15,N68,2098498,1852487,1605026,Y
841526595,2000,200003,NATURE AND WILDLIFE DISCOVERY CENTER,BEULAH,CO,81023-0099,03,16,C50,1763331,976023,976023,Y
841526603,,,,,,,,,,,,,N
841527129,2001,200104,SALAZAR FAMILY FOUNDATION,DENVER,CO,80203-2740,03,17,B11,68157093,2042459,1499552,Y
841527137,2002,200204,OHEL BATSHEVA,LAKEWOOD,CO,80226-2459,03,17,T90,6402844,488507,489201,Y
841527138,2002,200207,CHESSED RIFKA,LAKEWOOD,CO,80226-2459,03,17,T99,9852548,291660,291660,Y
841528039,2001,200104,KEVINS OUTREACH FOR LOCAL EMERGENCIES,GRAND LAKE,CO,80447-1552,03,15,G12,0,0,0,Y
841528171,2002,200204,HOPE FOR CHILDREN FOUNDATION,DENVER,CO,80210-3948,03,15,P20,670753,149106,105384,Y
841528721,1959,195903,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,DENVER,CO,80229-0426,05,00,,336899,186578,186578,Y
841528725,,,,,,,,,,,,,N
841528859,2000,200004,TWO RIVER COMMUNITY FUND INC,GLENWOOD SPGS,CO,81602-1539,03,15,X20,679215,377161,377161,Y
841528925,,,,,,,,,,,,,N
841528945,,,,,,,,,,,,,N
841529232,2000,200005,REVELATION FILMS LTD,COLORADO SPGS,CO,80908-6316,03,16,X81,104893,148366,148366,Y
841529268,2000,200003,ROCKY MTN COURT SYSTEM INC,DENVER,CO,80201-6275,03,15,T31,126611,76068,76068,Y
841529374,2004,200403,COLORADO CONSERVATORY FOR THE JAZZ ARTS,DENVER,CO,80212-2082,03,16,T70,78350,426244,426244,Y
841529392,2002,200207,DENVER CHINESE SCHOOL,HGHLNDS RANCH,CO,80163-1175,03,11,A70,420897,127693,92519,Y
841529751,2024,202406,USA CYCLING DEVELOPMENT FOUNDATION,COLORADO SPGS,CO,80919-2215,03,15,N12,4023579,627428,579658,Y
841530158,,,,,,,,,,,,,N
841530392,2001,200110,SAN LUIS VALLEY ANIMAL WELFARE SOCIETY,ALAMOSA,CO,81101-2176,03,15,D20,528071,152437,152437,Y
841530735,2014,201412,GREEN DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,W80,0,0,0,Y
841530736,2000,200004,CASA OF JEFFERSON AND GILPIN COUNTIES,GOLDEN,CO,80401-6000,03,15,R200,1444476,962732,905308,Y
841531187,2022,202206,LITTLE LEAGUE BASEBALL INC,LITTLETON,CO,80127-3719,03,16,N63,24250,236179,236179,Y
841531204,2000,200005,HOPE CHAPEL OF COLORADO SPRINGS,COLORADO SPGS,CO,80907-3516,03,10,X20,1,10,10,Y
841531750,,,,,,,,,,,,,N
841532064,,,,,,,,,,,,,N
841532244,2002,200203,FRONTIER SPORTSMAN S CLUB INC,COLORADO SPGS,CO,80901-1701,07,00,N30,1895213,227424,227424,Y
841532467,2001,200106,A CHOSEN GENERATION INC,LITTLETON,CO,80127-4032,03,15,X20,60089,115210,113249,Y
841532991,,,,,,,,,,,,,N
841533150,2000,200003,CHERRY CREEK EDUCATION ASSOCIATION,AURORA,CO,80014-2728,05,00,J40,1479487,630704,630704,Y
841533220,2005,200512,CECIL & LISA PAXTON MINISTRIES INC,COLORADO SPGS,CO,80949-0555,03,15,X20,339858,276742,276742,Y
841533229,,,,,,,,,,,,,N
841533334,2000,200012,LA PLATA ECONOMIC DEVELOPMENT ALLIANCE,DURANGO,CO,81301-4642,06,00,S30,1352240,1444739,1425181,Y
841533422,2001,200103,ROCKY MOUNTAIN SOCCER ASSOCIATION,AURORA,CO,80047-1311,03,16,N64,26609,137530,137530,Y
841533425,2003,200312,FRIENDS OF CASTLEWOOD CANYON STATE PARK,PARKER,CO,80134-5757,03,15,N32,233091,36767,29146,Y
841534142,2001,200107,THE LOVE FOUNDATION INC,BROOMFIELD,CO,80020-7076,03,16,H113,0,0,0,Y
841534209,2000,200008,BROADMOOR SKATING CLUB INC,COLORADO SPGS,CO,80906-4020,03,16,N68,588382,256469,256469,Y
841534436,,,,,,,,,,,,,N
841534997,2024,202401,NIWOT DITCH COMPANY,LONGMONT,CO,80502-0771,12,00,W80,229234,3181,3181,Y
841535074,1952,195210,FRATERNAL ORDER OF POLICE,BROOMFIELD,CO,80038-0820,08,00,,75954,169260,169260,Y
841535138,2000,200005,DEAF OVERCOMING VIOLENCE THROUGH EMPOWERMENT - D O V E,DENVER,CO,80215-0449,03,15,P87,413325,717888,709588,Y
841535251,2000,200008,LITTLETON 1650 SCHOLARSHIP CHARITY FUND,LITTLETON,CO,80120-1934,03,15,B82,346547,30843,30843,Y
841535504,2001,200102,COLORADO VETERANS RESOURCE COALITION,COLORADO SPGS,CO,80903-2126,03,04,F20,1770075,50614,,Y
841535584,,,,,,,,,,,,,N
841536141,1987,198701,HABITAT FOR HUMANITY INTERNATIONAL INC,BUENA VISTA,CO,81211-4936,03,15,,1944632,1227574,1205248,Y
841536192,2023,202312,COTTON CREEK PTO,WESTMINSTER,CO,80031-2042,03,16,B94,8277,78501,78501,Y
841536645,2003,200307,GRAND JUNCTION PEACE OFFICERS ASSOCIATION,GRAND JCT,CO,81502-3851,06,00,S41,100066,110976,110976,Y
841536653,2007,200703,KELLY FARM POOL & RACQUET ASSOCIATION,GREELEY,CO,80634-4281,07,00,N50,349001,199819,199819,Y
841537058,2002,200203,CROSS AND SWORD MINISTRIES INC,WHEAT RIDGE,CO,80033-3974,03,15,X20,0,0,0,Y
841537531,2003,200302,SERVING THE AMERICAN RINKS,COLORADO SPGS,CO,80906-4026,06,00,S41,1272559,1039671,1039671,Y
841537632,2023,202305,GLOBAL CONNECTION INTERNATIONAL,DACONO,CO,80514-0007,03,15,Q33,18922,51138,51138,Y
841537859,,,,,,,,,,,,,N
841538856,2001,200104,ARAPAHOE COUNTY SHERIFFS EMPLOYEE FUND,CENTENNIAL,CO,80112-4558,04,00,J40,108139,47475,25041,Y
841538872,,,,,,,,,,,,,N
841538890,2000,200010,LONGHOPES DONKEY SHELTER INC,BENNETT,CO,80102-8730,03,15,D20,3865144,1025759,1022216,Y
841538903,,,,,,,,,,,,,N
841538999,,,,,,,,,,,,,N
841539558,2000,200010,SENSE OF SECURITY INC,DENVER,CO,80222-3304,03,15,L82,420497,486907,389345,Y
841539914,2001,200105,HISTORICAL SOCIETY OF OAK CREEK & PHIPPSBURG,OAK CREEK,CO,80467-0001,03,15,A50,176780,84704,84704,Y
841539984,2013,201312,COLORADO GAY VOLLEYBALL ASSOCIATION INC,AURORA,CO,80010-1412,07,00,N50,108483,113996,113996,Y
841539998,2003,200306,THE COMMUNITY KITCHEN,LOVELAND,CO,80539-3033,03,15,K35,678694,550302,539687,Y
841540066,2019,201906,EARTHBEAT CHOIR INC,SNOWMASS,CO,81654-0083,03,15,A6B,0,0,0,Y
841540288,2016,201607,SOUTHSHORE SHARKS SWIM TEAM,AURORA,CO,80016-7592,03,16,N67,17025,96048,84991,Y
841540910,2020,202004,IMAGINE FOUNDATION,LAFAYETTE,CO,80026-2790,03,21,P82,142974,790460,725849,Y
841541160,,,,,,,,,,,,,N
841541577,2000,200009,FREEDOM LODGE INC,LAKEWOOD,CO,80226-0000,03,16,P84,81347,416550,416346,Y
841541622,2002,200208,THE COMMONS DESIGN REVIEW BOARD INC,DENVER,CO,80202-6299,04,00,S20,0,0,0,Y
841541857,2000,200009,VIVA NETWORK NORTH AMERICA,LONGMONT,CO,80504-0000,03,16,Q33,216716,510879,510879,Y
841541905,2001,200101,WINDHORSE GUILD INC,BOULDER,CO,80302-4025,03,15,F30,285522,476423,448010,Y
841541959,2000,200010,FRIENDS OF THE ASPEN SPORTS AND RECREATION COMPLEX,ASPEN,CO,81612-1371,03,15,T31,0,0,0,Y
841542618,2002,200201,FRIENDS OF BOULDER COMMUNITY SCHOOL OF INTEGRATED STUDIES,BOULDER,CO,80303-2543,03,15,B112,119002,110312,104733,Y
841542680,,,,,,,,,,,,,N
841542689,,,,,,,,,,,,,N
841542777,,,,,,,,,,,,,N
841542787,2001,200103,THRIFT SHOP OF FRUITA INC,FRUITA,CO,81521-0272,03,16,Z99,699779,324703,324703,Y
841542815,2001,200108,TESORO FOUNDATION,MORRISON,CO,80465-8731,03,15,A80,257811,183761,183761,Y
841543140,2012,201208,THE JEFFERSON COUNTY EDUCATION ASSOCIATION EXCELLENCE FUND,LAKEWOOD,CO,80215-4560,03,15,B82,1468897,9833,9833,Y
841543484,,,,,,,,,,,,,N
841543649,2001,200104,ROCKY MOUNTAIN PERFORMANCE EXCELLENCE LL,GREENWOOD VLG,CO,80155-4263,03,15,B022,54036,146369,141299,Y
841544492,2001,200112,WRAY VOLUNTEER FIRE & RESCUE INC,WRAY,CO,80758-0492,03,16,M23,62766,125123,89516,Y
841544523,,,,,,,,,,,,,N
841544557,2000,200009,PANDAS INTERNATIONAL,LITTLETON,CO,80162-0335,03,15,D31,754832,752078,752078,Y
841544750,2000,200010,BLUE LAKE PRE SCHOOL INC,CARBONDALE,CO,81623-7739,03,11,B20,2548766,3247696,3225218,Y
841544756,2001,200105,BLOCK 23 HOUSING CORPORATION,TELLURIDE,CO,81435-0397,03,15,L21,218111,13160,6524,Y
841545018,2000,200012,SALIDA AREA PARKS OPEN SPACE AND TRAILS,SALIDA,CO,81201-0748,03,15,C30,20041,221369,221369,Y
